ds,y,month,weekday,week
2018-09-12,24.41273179940955,9,2,37
2018-09-13,23.492502721373338,9,3,37
2018-09-14,26.895759264661574,9,4,37
2018-09-15,34.021541997132,9,5,37
2018-09-16,31.749632108442462,9,6,37
2018-09-17,31.668446339737056,9,0,38
2018-09-18,33.1352008822276,9,1,38
2018-09-19,26.554937352382794,9,2,38
2018-09-20,26.56535707788602,9,3,38
2018-09-21,30.931307922165008,9,4,38
2018-09-22,39.038717014250444,9,5,38
2018-09-23,37.752387255447175,9,6,38
2018-09-24,38.64416665755357,9,0,39
2018-09-25,41.053454656369496,9,1,39
2018-09-26,35.366631188624226,9,2,39
2018-09-27,36.20234525251854,9,3,39
2018-09-28,41.30649569525747,9,4,39
2018-10-03,47.536445804054985,10,2,40
2018-10-04,48.26143678837147,10,3,40
2018-10-24,46.68091825878287,10,2,43
2018-10-25,44.896401666880514,10,3,43
2018-10-26,47.44051201181048,10,4,43
2018-10-31,43.37948807802217,10,2,44
2018-11-01,42.8182220020058,11,3,44
2018-11-02,46.674014816463796,11,4,44
2018-12-05,42.802674136263974,12,2,49
2018-12-06,41.6070605218035,12,3,49
2018-12-07,44.95216137604085,12,4,49
2018-12-12,47.76183790742267,12,2,50
2019-01-23,42.782689116049355,1,2,4
2019-01-24,42.03187026244304,1,3,4
2019-01-25,45.8261632802336,1,4,4
2019-05-02,47.85307720425351,5,3,18
2019-05-08,48.53580474603018,5,2,19
2019-05-09,48.026847272967544,5,3,19
2019-06-27,47.892130031263996,6,3,26
2019-07-03,45.84611727683506,7,2,27
2019-07-05,47.38414524263848,7,4,27
2019-07-10,42.78192421959519,7,2,28
2019-07-11,41.62458329051988,7,3,28
2019-07-12,44.73061287660523,7,4,28
2019-07-15,48.21551439231172,7,0,29
2019-07-17,41.88138483410449,7,2,29
2019-07-18,41.16575474087437,7,3,29
2019-07-19,44.72716021441808,7,4,29
2019-07-24,44.02339474595694,7,2,30
2019-07-25,43.64118225083887,7,3,30
2019-07-26,47.48266679156282,7,4,30
2019-07-31,47.16551800407369,7,2,31
2019-08-01,46.63643189371072,8,3,31
2019-08-07,47.90657033272532,8,2,32
2019-08-08,46.839160419246625,8,3,32
2019-08-14,44.77325608382519,8,2,33
2019-08-15,43.21859218014425,8,3,33
2019-08-16,45.831243164965066,8,4,33
2019-08-19,47.28439467795333,8,0,34
2019-08-20,47.32986493465377,8,1,34
2019-08-21,39.174490743365666,8,2,34
2019-08-22,37.46032367631448,8,3,34
2019-08-23,39.95832008351881,8,4,34
2019-08-24,46.062462209596006,8,5,34
2019-08-25,42.64772111483089,8,6,34
2019-08-26,41.298360830301725,8,0,35
2019-08-27,41.368538563661055,8,1,35
2019-08-28,33.26177806302189,8,2,35
2019-08-29,31.61624517072449,8,3,35
2019-08-30,34.19965194091478,8,4,35
2019-08-31,40.403564773664215,8,5,35
2019-09-01,37.10151707199496,9,6,35
2019-09-02,39.8732898892199,9,0,36
2019-09-03,36.08621593937136,9,1,36
2019-09-04,28.13336357076936,9,2,36
2019-09-05,26.660056485086383,9,3,36
2019-09-06,29.438027424978312,9,4,36
2019-09-07,35.863700518198456,9,5,36
2019-09-08,32.8161012078089,9,6,36
2019-09-09,31.88502192163119,9,0,37
2019-09-10,32.431400754771175,9,1,37
2019-09-11,24.86649583782973,9,2,37
2019-09-12,23.836792981196705,9,3,37
2019-09-13,27.11848430814655,9,4,37
2019-09-14,34.111307134205454,9,5,37
2019-09-15,31.696159471090045,9,6,37
2019-09-16,31.463002463878645,9,0,38
2019-09-17,32.77101795777587,9,1,38
2019-09-18,26.02761379562508,9,2,38
2019-09-19,25.873223017894503,9,3,38
2019-09-20,30.075741589603762,9,4,38
2019-09-21,38.02439887970212,9,5,38
2019-09-22,36.58748007232575,9,6,38
2019-09-23,37.34041129508927,9,0,39
2019-09-24,39.626173721698024,9,1,39
2019-09-25,33.834634879510176,9,2,39
2019-09-26,34.58773658900532,9,3,39
2019-09-27,39.63437517623541,9,4,39
2019-09-28,48.3447571671976,9,5,39
2019-09-29,47.568636869741084,9,6,39
2019-10-02,46.02583828315271,10,2,40
2019-10-03,46.87904722572314,10,3,40
2019-10-24,47.04285364632681,10,3,43
2019-10-30,44.378464889779664,10,2,44
2019-10-31,43.57377549197221,10,3,44
2019-11-01,47.18887393179479,11,4,44
2019-12-04,45.45858952873349,12,2,49
2019-12-05,43.91279806922434,12,3,49
2019-12-06,46.87179398187625,12,4,49
2019-12-11,47.53736051928505,12,2,50
2019-12-12,48.40927495560091,12,3,50
2020-01-22,45.55046256468144,1,2,4
2020-01-23,44.354762294767774,1,3,4
2020-01-24,47.728316135392795,1,4,4
2020-07-02,47.51145719997227,7,3,27
2020-07-08,45.62214471772617,7,2,28
2020-07-09,44.408373289386454,7,3,28
2020-07-10,47.45021153641473,7,4,28
2020-07-15,44.20127334853492,7,2,29
2020-07-16,43.40053937521808,7,3,29
2020-07-17,46.87933250305055,7,4,29
2020-07-22,45.86460759511054,7,2,30
2020-07-23,45.451842672034005,7,3,30
2020-08-12,47.973085520135655,8,2,33
2020-08-13,46.48385432915525,8,3,33
2020-08-19,42.64092749575144,8,2,34
2020-08-20,40.93231950226145,8,3,34
2020-08-21,43.42990003454189,8,4,34
2020-08-23,46.104103657162895,8,6,34
2020-08-24,44.74161575440099,8,0,35
2020-08-25,44.79591004443225,8,1,35
2020-08-26,36.67102015847109,8,2,35
2020-08-27,35.005434079777174,8,3,35
2020-08-28,37.56697632666737,8,4,35
2020-08-29,43.74710340627125,8,5,35
2020-08-30,40.41901376194623,8,6,35
2020-08-31,39.16606544038956,8,0,36
2020-09-01,39.3424511840644,9,1,36
2020-09-02,31.352704235878175,9,2,36
2020-09-03,29.836961512363107,9,3,36
2020-09-04,32.56580969997168,9,4,36
2020-09-05,38.9344905265173,9,5,36
2020-09-06,35.82086813899879,9,6,36
2020-09-07,38.809526063023654,9,0,37
2020-09-08,35.272854608706396,9,1,37
2020-09-09,27.60899215157621,9,2,37
2020-09-10,26.46808403941675,9,3,37
2020-09-11,29.62616622067849,9,4,37
2020-09-12,36.483177786049666,9,5,37
2020-09-13,33.920611189123534,9,6,37
2020-09-14,33.52943815121481,9,0,38
2020-09-15,34.670278067018835,9,1,38
2020-09-16,27.75240049445697,9,2,38
2020-09-17,27.41850728695656,9,3,38
2020-09-18,31.439138817447343,9,4,38
2020-09-19,39.20649880042325,9,5,38
2020-09-20,37.59211763559567,9,6,38
2020-09-21,38.174866255549034,9,0,39
2020-09-22,40.30128836324381,9,1,39
2020-09-23,34.36484131164767,9,2,39
2020-09-24,34.99098741883953,9,3,39
2020-09-25,39.931974006774496,9,4,39
2020-09-27,47.73079608658006,9,6,39
2020-09-30,46.207743038399556,9,2,40
2020-10-01,47.13183225146281,10,3,40
2020-10-28,47.00038666379112,10,2,44
2020-10-29,45.941533866636895,10,3,44
2020-12-03,47.2165401599525,12,3,49
2020-12-09,48.28184828156216,12,2,50
2021-01-21,47.23646235209972,1,3,3
2021-07-07,48.521195948529694,7,2,27
2021-07-08,47.2614191835276,7,3,27
2021-07-14,46.628148918694905,7,2,28
2021-07-15,45.74186876442798,7,3,28
2021-07-21,47.76128186403054,7,2,29
2021-07-22,47.3026705364154,7,3,29
2021-08-18,46.09067585937937,8,2,33
2021-08-19,44.39632856006786,8,3,33
2021-08-20,46.901101325912414,8,4,33
2021-08-23,48.20077434307015,8,0,34
2021-08-24,48.24272887463039,8,1,34
2021-08-25,40.102589970867996,8,2,34
2021-08-26,38.419398015730614,8,3,34
2021-08-27,40.96134900154234,8,4,34
2021-08-28,47.12006588381435,8,5,34
2021-08-29,43.768693454895484,8,6,34
2021-08-30,42.4903107597748,8,0,35
2021-08-31,42.63861122301214,8,1,35
2021-09-01,34.61742387932903,9,2,35
2021-09-02,33.066002100327516,9,3,35
2021-09-03,35.75390474143573,9,4,35
2021-09-04,42.07524497326891,9,5,35
2021-09-05,38.90670841275911,9,6,35
2021-09-06,41.831706416782666,9,0,36
2021-09-07,38.22152354485861,9,1,36
2021-09-08,30.473320567692042,9,2,36
2021-09-09,29.236454593109734,9,3,36
2021-09-10,32.28642116441054,9,4,36
2021-09-11,39.022920295868225,9,5,36
2021-09-12,36.327553069606175,9,6,36
2021-09-13,35.79178481647995,9,0,37
2021-09-14,36.77713994400074,9,1,37
2021-09-15,29.69421853268549,9,2,37
2021-09-16,29.187479146301378,9,3,37
2021-09-17,33.0296315869919,9,4,37
2021-09-18,40.6154338150992,9,5,37
2021-09-19,38.81931312220894,9,6,37
2021-09-20,39.22332416910788,9,0,38
2021-09-21,41.1774128594624,9,1,38
2021-09-22,35.07857782554416,9,2,38
2021-09-23,35.55587324671998,9,3,38
2021-09-24,40.36509357472393,9,4,38
2021-09-26,47.96500256812124,9,6,38
2021-09-29,46.34676075852596,9,2,39
2021-09-30,47.30110323222726,9,3,39
2022-07-14,48.189934858504515,7,3,28
2022-08-18,47.8413119900862,8,3,33
2022-08-24,43.55279160973731,8,2,34
2022-08-25,41.85501974458634,8,3,34
2022-08-26,44.37991169835177,8,4,34
2022-08-28,47.147178094485696,8,6,34
2022-08-29,45.84599812120799,8,0,35
2022-08-30,45.96944049712267,8,1,35
2022-08-31,37.920888976156505,8,2,35
2022-09-01,36.338941936296315,9,3,35
2022-09-02,38.992316592995316,9,4,35
2022-09-03,45.27413058598607,9,5,35
2022-09-04,42.059961653957174,9,6,35
2022-09-05,44.93205002357834,9,0,36
2022-09-06,41.26050097657345,9,1,36
2022-09-07,33.44134717031714,9,2,36
2022-09-08,32.122930274196825,9,3,36
2022-09-09,35.07990462290265,9,4,36
2022-09-10,41.71136261995155,9,5,36
2022-09-11,38.898586277699714,9,6,36
2022-09-12,38.23305874721114,9,0,37
2022-09-13,39.07669887180576,9,1,37
2022-09-14,31.840907068540744,9,2,37
2022-09-15,31.1713654427395,9,3,37
2022-09-16,34.84243466174857,9,4,37
2022-09-17,42.250940986730626,9,5,37
2022-09-18,40.27377315425695,9,6,37
2022-09-19,40.49580176995956,9,0,38
2022-09-20,42.270090698095906,9,1,38
2022-09-21,35.996993195819584,9,2,38
2022-09-22,36.30907792963469,9,3,38
2022-09-23,40.96572727854514,9,4,38
2022-09-25,48.31256439817296,9,6,38
2022-09-28,46.49271843868121,9,2,39
2022-09-29,47.43758281720905,9,3,39
