ds,y,month,weekday,week
2018-10-25,29.56778565002249,10,3,43
2018-10-26,29.230605957350146,10,4,43
2018-10-28,28.128875582092103,10,6,43
2018-10-30,26.1155303030303,10,1,44
2018-10-31,24.018699799196785,10,2,44
2018-11-01,33.33748677248678,11,3,44
2018-11-05,32.82310985797828,11,0,45
2018-11-08,32.11034817967591,11,3,45
2018-11-09,33.23239805462028,11,4,45
2018-11-12,32.62137024308077,11,0,46
2018-11-13,25.20366699615795,11,1,46
2018-11-15,28.973325163398695,11,3,46
2018-11-16,28.082539682539686,11,4,46
2018-11-25,31.244491036529283,11,6,47
2018-11-27,27.252450333879903,11,1,48
2018-11-29,23.824713835761504,11,3,48
2018-11-30,29.56581989527375,11,4,48
2018-12-02,29.183250553315407,12,6,48
2018-12-04,25.94589451991062,12,1,49
2018-12-06,26.793724042162527,12,3,49
2018-12-07,28.341330144214762,12,4,49
2018-12-09,25.73082528605191,12,6,49
2018-12-11,23.89227994227994,12,1,50
2018-12-13,28.2748972169513,12,3,50
2018-12-14,26.184190635902524,12,4,50
2018-12-20,18.135788793501337,12,3,51
2018-12-21,29.921471658641,12,4,51
2019-01-13,29.341690408357078,1,6,2
2019-01-24,29.47182668168969,1,3,4
2019-01-27,15.286563649828823,1,6,4
2019-02-13,31.43772507685551,2,2,7
2019-04-09,33.679838459148804,4,1,15
2019-08-23,33.45639265476562,8,4,34
2019-08-27,31.82066552376311,8,1,35
2019-08-29,33.954165844392435,8,3,35
2019-08-30,21.90818814811198,8,4,35
2019-08-31,30.331361051883437,8,5,35
2019-09-01,27.44861278771025,9,6,35
2019-09-02,21.043308426724124,9,0,36
2019-09-03,21.39939301443101,9,1,36
2019-09-04,18.642324738114425,9,2,36
2019-09-05,18.74650466109736,9,3,36
2019-09-06,16.03902413594045,9,4,36
2019-09-08,22.894195380895145,9,6,36
2019-09-10,21.370415120166367,9,1,37
2019-09-11,32.73252020812527,9,2,37
2019-09-12,25.131483538873425,9,3,37
2019-09-13,22.529093400319706,9,4,37
2019-09-15,26.84043498330774,9,6,37
2019-09-17,23.659492620715568,9,1,38
2019-09-19,28.89141936968024,9,3,38
2019-09-20,25.385888984895427,9,4,38
2019-09-22,29.26581747492207,9,6,38
2019-09-24,23.94962593865254,9,1,39
2019-09-26,30.139792796551244,9,3,39
2019-09-27,29.01045097294308,9,4,39
2019-10-01,27.930340557275542,10,1,40
2019-10-03,27.118186843559982,10,3,40
2019-10-04,28.94294022143157,10,4,40
2019-10-06,32.675112378266085,10,6,40
2019-10-15,33.18345613969117,10,1,42
2019-10-20,32.89020900021855,10,6,42
2019-10-21,27.153860267767556,10,0,43
2019-10-22,23.880817841798642,10,1,43
2019-10-24,26.01597841502982,10,3,43
2019-10-25,29.3960213840533,10,4,43
2019-10-27,29.648614694115548,10,6,43
2019-10-29,21.781025636572526,10,1,44
2019-10-31,26.871884057971013,10,3,44
2019-11-01,23.401515151515152,11,4,44
2019-11-12,30.6305271944445,11,1,46
2019-11-14,29.762313030638612,11,3,46
2019-11-15,26.276952044303055,11,4,46
2019-11-17,28.0015727999599,11,6,46
2019-11-19,24.951723028215564,11,1,47
2019-11-21,27.27850166150471,11,3,47
2019-11-22,28.546560663954967,11,4,47
2019-12-01,33.60670206100773,12,6,48
2019-12-02,30.251697648756476,12,0,49
2019-12-03,28.004770631810462,12,1,49
2019-12-05,29.18910610915366,12,3,49
2019-12-08,33.13344422794324,12,6,49
2019-12-10,31.127873640936873,12,1,50
2019-12-12,26.9993375843961,12,3,50
2019-12-13,29.458261520701043,12,4,50
2019-12-17,30.839292530536806,12,1,51
2019-12-19,30.913294933273914,12,3,51
2019-12-20,31.836762573535506,12,4,51
2019-12-22,28.447366610140335,12,6,51
