ds,y
2015-01-02,104.8516117110566
2015-01-03,110.49904633901505
2015-01-04,106.21397720493597
2015-01-05,103.61358002206342
2015-01-06,102.09256492368272
2015-01-07,92.1015469096566
2015-01-08,88.33106049235465
2015-01-09,88.60507875184553
2015-01-10,92.37384936712918
2015-01-11,86.57048751538544
2015-01-12,82.83785907548449
2015-01-13,80.58774450816986
2015-01-14,70.27889672146708
2015-01-15,66.60095786765619
2015-01-16,67.36809614388712
2015-01-17,72.01217062448083
2015-01-18,67.43985422490204
2015-01-19,88.82067555559625
2015-01-20,64.84485614604213
2015-01-21,56.606816725750186
2015-01-22,55.18581788408295
2015-01-23,58.34303961807371
2015-01-24,65.45559271859238
2015-01-25,63.374954224544545
2015-01-26,63.65587084222151
2015-01-27,65.61766927717476
2015-01-28,59.62453274008404
2015-01-29,60.271653304643124
2015-01-30,65.28106612247284
2015-01-31,73.99692005837969
2015-02-01,73.24456433408356
2015-02-02,74.55992355388007
2015-02-03,77.25109121132115
2015-02-04,71.67869701318153
2015-02-05,72.4419587338645
2015-02-06,77.27423050424133
2015-02-07,85.53781264155224
2015-02-08,84.08241745303324
2015-02-09,84.47378208443949
2015-02-10,86.05438051687199
2015-02-11,79.22281473483656
2015-02-12,78.61882245931456
2015-02-13,82.01774129559425
2015-02-14,88.82422285967945
2015-02-15,85.92961952978898
2015-02-16,111.70255672200608
2015-02-17,85.233706192674
2015-02-18,77.24425009050371
2015-02-19,75.640182714545
2015-02-20,78.22111757174757
2015-02-21,84.41052003504085
2015-02-22,81.11275957282416
2015-02-23,79.9405102279836
2015-02-24,80.27447772431358
2015-02-25,72.54205299516735
2015-02-26,71.40184240849442
2015-02-27,74.63792032746042
2015-02-28,81.65359626425798
2015-03-01,79.32911106037346
2015-03-02,79.2497654581329
2015-03-03,80.76643889931673
2015-03-04,74.2750738786191
2015-03-05,74.40205489322867
2015-03-06,78.89930375013289
2015-03-07,87.13886150079735
2015-03-08,85.97135062142826
2015-03-09,86.95480207221921
2015-03-10,89.41578759279956
2015-03-11,83.72942064328582
2015-03-12,84.50514246635672
2015-03-13,89.48210855460216
2015-03-14,98.02394161287899
2015-03-15,96.97724407583371
2015-03-16,97.90035761662025
2015-03-17,100.12431599592588
2015-03-18,94.03256358839457
2015-03-19,94.24636758942289
2015-03-20,98.51975291667834
2015-03-21,106.23374137372801
2015-03-22,104.25430487070895
2015-03-23,104.16053761166862
2015-03-24,105.30501128681928
2015-03-25,98.09290299114605
2015-03-26,97.16684045667904
2015-03-27,100.30130893439618
2015-03-28,106.89641494066426
2015-03-29,103.83542828223686
2015-03-30,102.71261657579527
2015-03-31,102.89334308533795
2015-04-01,94.79302173248934
2015-04-02,93.0618753039261
2015-04-03,95.47933996645583
2015-04-04,101.44790753193145
2015-04-05,97.85082075336184
2015-04-06,96.28012763378825
2015-04-07,96.09705554423896
2015-04-08,87.71128755092585
2015-04-09,85.76607448566432
2015-04-10,88.03301276452687
2015-04-11,93.90626610292348
2015-04-12,90.2606333508431
2015-04-13,88.67995601438625
2015-04-14,88.51781486610616
2015-04-15,80.17708800953615
2015-04-16,78.29529554513451
2015-04-17,80.63955433427667
2015-04-18,86.60091654716767
2015-04-19,83.05249190056064
2015-04-20,81.57784700755062
2015-04-21,81.5316332325247
2015-04-22,73.3190194333826
2015-04-23,71.58086061151428
2015-04-24,74.08843347006842
2015-04-25,80.23752142520546
2015-04-26,76.90625887650691
2015-04-27,75.68323875886283
2015-04-28,75.92784570708689
2015-04-29,68.04940212760278
2015-04-30,66.69113549042561
2015-05-01,69.6274738029704
2015-05-02,76.25512823187935
2015-05-03,73.45171243882258
2015-05-04,72.80374236199435
2015-05-05,73.66691614896506
2015-05-06,66.4452638200664
2015-05-07,65.77610857689588
2015-05-08,69.42467900499685
2015-05-09,76.77816006674774
2015-05-10,74.70359498887782
2015-05-11,74.77614125520006
2015-05-12,76.33963916089739
2015-05-13,69.78607342734806
2015-05-14,69.7408599453204
2015-05-15,73.95778660318027
2015-05-16,81.81338569081191
2015-05-17,80.1651397991805
2015-05-18,80.58001478755051
2015-05-19,82.39526948890143
2015-05-20,75.99811499485486
2015-05-21,76.01114929973917
2015-05-22,80.1873915354605
2015-05-23,87.9046902711859
2015-05-24,86.02390657826261
2015-05-25,103.38025011536708
2015-05-26,87.5295318145965
2015-05-27,80.65647565752246
2015-05-28,80.13107852196289
2015-05-29,83.71779197001054
2015-05-30,90.80674322869696
2015-05-31,88.27159376198836
2015-06-01,87.69765535190794
2015-06-02,88.4422258835275
2015-06-03,80.91373190642351
2015-06-04,79.7566192369553
2015-06-05,82.74583208238055
2015-06-06,89.28067166237598
2015-06-07,86.24245126644195
2015-06-08,85.22245739705065
2015-06-09,85.58218330132617
2015-06-10,77.73242439893437
2015-06-11,76.3181775676053
2015-06-12,79.11318371438071
2015-06-13,85.51390184946752
2015-06-14,82.39732723438807
2015-06-15,81.34915742782557
2015-06-16,81.72426543804566
2015-06-17,73.9260613624033
2015-06-18,72.59167557719165
2015-06-19,75.48679352563656
2015-06-20,81.99992075817758
2015-06-21,79.00048135863194
2015-06-22,78.06724456474397
2015-06-23,78.54903048726807
2015-06-24,70.84426897402604
2015-06-25,69.58633854904156
2015-06-26,72.53851073217669
2015-06-27,79.08737105422085
2015-06-28,76.10363899658645
2015-06-29,75.16784042760459
2015-06-30,75.63182654536226
2015-07-01,67.89819607267042
2015-07-02,66.60545662372256
2015-07-03,73.66354256521298
2015-07-04,98.06688517044651
2015-07-05,73.04555002983686
2015-07-06,72.11463320394262
